county,name_short,neighbours,fa_region,skl_code,muni_group,name_long
Västerbottens län,Malå,"Arvidsjaur,Norsjö,Lycksele,Sorsele",Göteborg,2418,Förortskommuner till storstäderna,Malå kommun
Värmlands län,Kristinehamn,"Karlstad,Storfors,Gullspång,Laxå,Degerfors,Karlskoga",Malmö,1781,Större städer,Kristinehamns kommun
Skåne län,Svedala,"Trelleborg,Burlöv,Staffanstorp,Lund,Malmö,Vellinge,Skurup",Hudiksvall,1263,Glesbygdkommuner,Svedala kommun
Södermanlands län,Nyköping,"Trosa,Norrköping,Flen,Katrineholm,Gnesta,Oxelösund",Göteborg,0480,Pendlingskommuner,Nyköpings kommun
Skåne län,Bjuv,"Helsingborg,Svalöv,Åstorp",Stockholm,1260,Förortskommuner till storstäderna,Bjuvs kommun
Stockholms län,Haninge,"Nynäshamn,Botkyrka,Tyresö,Huddinge",Kalmar,0136,Förortskommuner till större städer,Haninge kommun
Dalarnas län,Smedjebacken,"Ludvika,Lindesberg,Ljusnarsberg,Norberg,Fagersta,Skinnskatteberg,Säter,Hedemora",Västerås,2061,Större städer,Smedjebackens kommun
Västra Götalands län,Härryda,"Mölndal,Göteborg,Partille,Mark,Bollebygd,Kungsbacka,Lerum",Kalmar,1401,Större städer,Härryda kommun
Kronobergs län,Alvesta,"Tingsryd,Växjö,Ljungby,Älmhult,Sävsjö,Värnamo",Stockholm,0764,Förortskommuner till storstäderna,Alvesta kommun
Dalarnas län,Malung-Sälen,"Torsby,Älvdalen,Mora,Vansbro,Hagfors,Filipstad",Göteborg,2023,Förortskommuner till storstäderna,Malung-Sälens kommun
Kalmar län,Borgholm,Mörbylånga,Stockholm,0885,Större städer,Borgholms kommun
Värmlands län,Karlstad,"Forshaga,Kil,Storfors,Grums,Kristinehamn,Hammarö,Hagfors,Filipstad",Malmö,1780,Förortskommuner till större städer,Karlstads kommun
Stockholms län,Nykvarn,"Strängnäs,Södertälje,Gnesta",Borås,0140,Större städer,Nykvarns kommun
Södermanlands län,Strängnäs,"Nykvarn,Eskilstuna,Flen,Gnesta",Falun/Borlänge,0486,Kommuner i tätbefolkad region,Strängnäs kommun
Dalarnas län,Rättvik,"Orsa,Leksand,Mora,Ljusdal,Ovanåker,Falun",Örebro,2031,Förortskommuner till större städer,Rättviks kommun
Stockholms län,Sundbyberg,"Sollentuna,Stockholm,Solna",Avesta,0183,Varuproducerande kommuner,Sundbybergs stad
Västerbottens län,Sorsele,"Arvidsjaur,Malå,Lycksele,Storuman,Arjeplog",Falun/Borlänge,2422,Kommuner i tätbefolkad region,Sorsele kommun
Jämtlands län,Bräcke,"Berg,Östersund,Ånge,Sundsvall,Ragunda",Stockholm,2305,Förortskommuner till större städer,Bräcke kommun
Västmanlands län,Hallstahammar,"Köping,Surahammar,Västerås",Ljungby,1961,Varuproducerande kommuner,Hallstahammars kommun
Kalmar län,Vimmerby,"Eksjö,Oskarshamn,Hultsfred,Västervik,Kinda,Ydre",Luleå,0884,Större städer,Vimmerby kommun
Västra Götalands län,Lysekil,"Munkedal,Sotenäs,Uddevalla,Orust",Göteborg,1484,Förortskommuner till storstäderna,Lysekils kommun
Värmlands län,Torsby,"Arvika,Sunne,Malung-Sälen,Hagfors",Örnsköldsvik,1737,Större städer,Torsby kommun
Västra Götalands län,Vårgårda,"Borås,Bollebygd,Alingsås,Herrljunga,Essunga",Skellefteå,1442,Större städer,Vårgårda kommun
Uppsala län,Tierp,"Heby,Östhammar,Älvkarleby,Uppsala,Gävle",Hudiksvall,0360,Kommuner i glesbefolkad region,Tierps kommun
Västra Götalands län,Karlsborg,"Töreboda,Tibro,Hjo,Laxå,Askersund",Malmö,1446,Förortskommuner till storstäderna,Karlsborgs kommun
Blekinge län,Olofström,"Kristianstad,Bromölla,Östra Göinge,Osby,Sölvesborg,Karlshamn,Tingsryd,Älmhult",Skövde,1060,Kommuner i tätbefolkad region,Olofströms kommun
Värmlands län,Säffle,"Åmål,Bengtsfors,Arvika,Årjäng,Grums",Karlskoga,1785,Pendlingskommuner,Säffle kommun
Västra Götalands län,Borås,"Svenljunga,Mark,Bollebygd,Herrljunga,Vårgårda,Ulricehamn,Tranemo",Stockholm,1490,Varuproducerande kommuner,Borås stad
Dalarnas län,Avesta,"Heby,Norberg,Sala,Hofors,Sandviken,Hedemora",Stockholm,2084,Förortskommuner till storstäderna,Avesta kommun
Västra Götalands län,Mark,"Mölndal,Borås,Svenljunga,Falkenberg,Varberg,Bollebygd,Härryda,Kungsbacka",Göteborg,1463,Pendlingskommuner,Markaryds kommun
Norrbottens län,Pajala,"Kiruna,Gällivare,Övertorneå,Överkalix",Karlstad,2521,Kommuner i tätbefolkad region,Pajala kommun
Norrbottens län,Jokkmokk,"Arvidsjaur,Boden,Älvsbyn,Gällivare,Arjeplog",Malmö,2510,Varuproducerande kommuner,Jokkmokks kommun
Norrbottens län,Boden,"Piteå,Luleå,Älvsbyn,Gällivare,Jokkmokk,Överkalix",Gävle,2582,Förortskommuner till större städer,Bodens kommun
Kalmar län,Emmaboda,"Ronneby,Lessebo,Tingsryd,Karlskrona,Nybro,Kalmar,Torsås",Östergötland,0862,Kommuner i tätbefolkad region,Emmaboda kommun
Skåne län,Osby,"Hässleholm,Kristianstad,Olofström,Östra Göinge,Älmhult,Markaryd",Eda,1273,Kommuner i glesbefolkad region,Osby kommun
Dalarnas län,Ludvika,"Hällefors,Vansbro,Filipstad,Gagnef,Ljusnarsberg,Smedjebacken,Borlänge,Säter",Trollhättan,2085,Pendlingskommuner,Ludvika kommun
Västerbottens län,Robertsfors,"Skellefteå,Umeå",Örebro,2409,Varuproducerande kommuner,Robertsfors kommun
Dalarnas län,Mora,"Orsa,Rättvik,Leksand,Härjedalen,Älvdalen,Malung-Sälen,Vansbro",Göteborg,2062,Förortskommuner till storstäderna,Mora kommun
Kronobergs län,Älmhult,"Hässleholm,Olofström,Osby,Tingsryd,Alvesta,Ljungby,Markaryd",Stockholm,0765,Förortskommuner till storstäderna,Älmhults kommun
Kronobergs län,Markaryd,"Hässleholm,Laholm,Örkelljunga,Osby,Ljungby,Älmhult",Skövde,0767,Kommuner i tätbefolkad region,Marks kommun
Västra Götalands län,Mölndal,"Göteborg,Mark,Härryda,Kungsbacka",Bengtsfors,1481,Varuproducerande kommuner,Mölndals stad
Skåne län,Höganäs,Helsingborg,Blekinge,1284,Större städer,Höganäs kommun
Gävleborgs län,Bollnäs,"Ockelbo,Ljusdal,Ovanåker,Falun,Hudiksvall,Söderhamn",Stockholm,2183,Pendlingskommuner,Bollnäs kommun
Västerbottens län,Lycksele,"Vindeln,Norsjö,Bjurholm,Malå,Sorsele,Storuman,Vilhelmina,Åsele",Trollhättan,2481,Pendlingskommuner,Lycksele kommun
Västra Götalands län,Strömstad,Tanum,Falun/Borlänge,1486,Pendlingskommuner,Strömstads kommun
Västra Götalands län,Herrljunga,"Borås,Vara,Vårgårda,Essunga,Ulricehamn,Falköping",Kalmar,1466,Turism- och besöksnäringskommuner,Herrljunga kommun
Hallands län,Hylte,"Falkenberg,Halmstad,Ljungby,Gislaved",Malmö,1315,Förortskommuner till storstäderna,Hylte kommun
Örebro län,Nora,"Karlskoga,Hällefors,Lindesberg,Örebro",Göteborg,1884,Storstäder,Nora kommun
Stockholms län,Upplands Väsby,"Upplands-Bro,Sollentuna,Järfälla,Vallentuna,Sigtuna,Täby",Umeå,0114,Pendlingskommuner,Upplands Väsby kommun
Jämtlands län,Berg,"Härjedalen,Åre,Östersund,Ånge,Bräcke",Stockholm,2326,Pendlingskommuner,Bergs kommun
Skåne län,Hässleholm,"Kristianstad,Höör,Hörby,Perstorp,Örkelljunga,Klippan,Östra Göinge,Osby,Älmhult,Markaryd",Kalmar,1293,Varuproducerande kommuner,Hässleholms kommun
Skåne län,Trelleborg,"Lund,Svedala,Vellinge,Skurup",Östersund,1287,Pendlingskommuner,Trelleborgs kommun
Skåne län,Malmö,"Lomma,Burlöv,Staffanstorp,Svedala,Vellinge",Göteborg,1280,Pendlingskommuner,Malmö stad
Västmanlands län,Surahammar,"Fagersta,Skinnskatteberg,Köping,Sala,Västerås,Hallstahammar",Gävle,1907,Varuproducerande kommuner,Surahammars kommun
Skåne län,Kristianstad,"Hässleholm,Simrishamn,Tomelilla,Hörby,Olofström,Bromölla,Östra Göinge,Osby",Malmö,1290,Kommuner i tätbefolkad region,Kristianstads kommun
Kronobergs län,Lessebo,"Emmaboda,Uppvidinge,Tingsryd,Växjö,Nybro",Halmstad,0761,Kommuner i tätbefolkad region,Lessebo kommun
Jönköpings län,Gislaved,"Svenljunga,Falkenberg,Hylte,Ljungby,Tranemo,Vaggeryd,Värnamo,Gnosjö,Jönköping",Jönköping,0662,Större städer,Gislaveds kommun
Uppsala län,Uppsala,"Heby,Östhammar,Knivsta,Sigtuna,Håbo,Tierp,Enköping,Norrtälje",Umeå,0380,Glesbygdkommuner,Uppsala kommun
Jönköpings län,Sävsjö,"Vetlanda,Växjö,Alvesta,Nässjö,Vaggeryd,Värnamo",Örebro,0684,Varuproducerande kommuner,Sävsjö kommun
Gävleborgs län,Ockelbo,"Gävle,Sandviken,Falun,Söderhamn,Bollnäs",Karlstad,2101,Kommuner i tätbefolkad region,Ockelbo kommun
Västra Götalands län,Essunga,"Alingsås,Trollhättan,Vara,Herrljunga,Vårgårda,Grästorp",Östergötland,1445,Turism- och besöksnäringskommuner,Essunga kommun
Värmlands län,Hammarö,Karlstad,Kalmar,1761,Varuproducerande kommuner,Hammarö kommun
Kalmar län,Högsby,"Uppvidinge,Vetlanda,Oskarshamn,Nybro,Mönsterås,Hultsfred",Blekinge,0821,Kommuner i tätbefolkad region,Högsby kommun
Västerbottens län,Skellefteå,"Arvidsjaur,Vindeln,Norsjö,Piteå,Robertsfors,Umeå",Västerås,2482,Pendlingskommuner,Skellefteå kommun
Gävleborgs län,Nordanstig,"Ånge,Ljusdal,Hudiksvall,Sundsvall",Göteborg,2132,Förortskommuner till storstäderna,Nordanstigs kommun
Skåne län,Östra Göinge,"Hässleholm,Kristianstad,Olofström,Osby",Karlstad,1256,Förortskommuner till större städer,Östra Göinge kommun
Södermanlands län,Katrineholm,"Norrköping,Vingåker,Finspång,Eskilstuna,Flen,Nyköping",Malmö,0483,Pendlingskommuner,Katrineholms kommun
Hallands län,Laholm,"Örkelljunga,Ängelholm,Båstad,Halmstad,Ljungby,Markaryd",Malmö,1381,Kommuner i tätbefolkad region,Laholms kommun
Jönköpings län,Jönköping,"Tranås,Ödeshög,Aneby,Ulricehamn,Tranemo,Nässjö,Vaggeryd,Gislaved,Mullsjö,Habo",Malmö,0680,Förortskommuner till större städer,Jönköpings kommun
Örebro län,Askersund,"Motala,Karlsborg,Laxå,Hallsberg",Stockholm,1882,Förortskommuner till storstäderna,Askersunds kommun
Kalmar län,Mönsterås,"Oskarshamn,Nybro,Kalmar,Högsby",Trollhättan,0861,Kommuner i tätbefolkad region,Mönsterås kommun
Skåne län,Kävlinge,"Eslöv,Lomma,Lund,Svalöv,Landskrona",Kristianstad,1261,Pendlingskommuner,Kävlinge kommun
Kalmar län,Västervik,"Oskarshamn,Vimmerby,Valdemarsvik,Åtvidaberg,Kinda",Överkalix,0883,Glesbygdkommuner,Västerviks kommun
Västra Götalands län,Tranemo,"Borås,Svenljunga,Ulricehamn,Gislaved,Jönköping",Östersund,1452,Glesbygdkommuner,Tranemo kommun
Västra Götalands län,Falköping,"Skara,Vara,Herrljunga,Ulricehamn,Skövde,Tidaholm,Mullsjö",Östergötland,1499,Förortskommuner till större städer,Falköpings kommun
Stockholms län,Täby,"Upplands Väsby,Sollentuna,Vallentuna,Österåker,Danderyd",Gävle,0160,Större städer,Täby kommun
Kalmar län,Torsås,"Emmaboda,Karlskrona,Kalmar",Sollefteå,0834,Glesbygdkommuner,Torsås kommun
Kalmar län,Oskarshamn,"Mönsterås,Högsby,Hultsfred,Vimmerby,Västervik",Torsby,0882,Glesbygdkommuner,Oskarshamns kommun
Västra Götalands län,Bengtsfors,"Säffle,Åmål,Dals-Ed,Mellerud,Färgelanda,Årjäng",Stockholm,1460,Turism- och besöksnäringskommuner,Bengtsfors kommun
Kalmar län,Hultsfred,"Uppvidinge,Eksjö,Vetlanda,Oskarshamn,Högsby,Vimmerby",Malmö,0860,Förortskommuner till storstäderna,Hultsfreds kommun
Skåne län,Bromölla,"Kristianstad,Olofström,Sölvesborg",Nyköping,1272,Större städer,Bromölla kommun
Norrbottens län,Piteå,"Arvidsjaur,Skellefteå,Luleå,Boden,Älvsbyn",Karlstad,2581,Varuproducerande kommuner,Piteå kommun
Västerbottens län,Storuman,"Lycksele,Sorsele,Vilhelmina",Falun/Borlänge,2421,Större städer,Storumans kommun
Västmanlands län,Skinnskatteberg,"Lindesberg,Smedjebacken,Fagersta,Köping,Surahammar",Västerås,1904,Pendlingskommuner,Skinnskattebergs kommun
Gävleborgs län,Hudiksvall,"Ånge,Ljusdal,Nordanstig,Söderhamn,Bollnäs",Malmö,2184,Förortskommuner till storstäderna,Hudiksvalls kommun
Södermanlands län,Gnesta,"Strängnäs,Trosa,Södertälje,Nykvarn,Flen,Nyköping",Jönköping,0461,Kommuner i tätbefolkad region,Gnesta kommun
Kronobergs län,Uppvidinge,"Lessebo,Vetlanda,Växjö,Nybro,Högsby,Hultsfred",Skellefteå,0760,Varuproducerande kommuner,Uppvidinge kommun
Västra Götalands län,Göteborg,"Kungälv,Mölndal,Partille,Öckerö,Härryda,Kungsbacka,Lerum,Ale",Vetlanda,1480,Varuproducerande kommuner,Göteborgs stad
Värmlands län,Hagfors,"Sunne,Forshaga,Munkfors,Torsby,Karlstad,Malung-Sälen,Filipstad",Älmhult,1783,Kommuner i tätbefolkad region,Hagfors kommun
Västra Götalands län,Partille,"Göteborg,Härryda,Lerum",Filipstad,1402,Varuproducerande kommuner,Partille kommun
Stockholms län,Sigtuna,"Upplands Väsby,Upplands-Bro,Vallentuna,Knivsta,Håbo,Uppsala,Norrtälje",Karlskoga,0191,Varuproducerande kommuner,Sigtuna kommun
Örebro län,Kumla,"Lekeberg,Örebro,Hallsberg",Malmö,1881,Förortskommuner till större städer,Kumla kommun
Västra Götalands län,Hjo,"Karlsborg,Tibro,Skövde,Tidaholm,Habo",Gotland,1497,Turism- och besöksnäringskommuner,Hjo kommun
Skåne län,Lomma,"Kävlinge,Burlöv,Staffanstorp,Lund,Malmö",Trollhättan,1262,Turism- och besöksnäringskommuner,Lomma kommun
Västra Götalands län,Färgelanda,"Munkedal,Uddevalla,Bengtsfors,Dals-Ed,Mellerud,Vänersborg",Östergötland,1439,Pendlingskommuner,Färgelanda kommun
Västra Götalands län,Dals-Ed,"Munkedal,Tanum,Bengtsfors,Färgelanda,Årjäng",Eskilstuna,1438,Kommuner i tätbefolkad region,Dals-Eds kommun
Kronobergs län,Tingsryd,"Olofström,Karlshamn,Ronneby,Emmaboda,Lessebo,Växjö,Alvesta,Älmhult",Sundsvall,0763,Förortskommuner till större städer,Tingsryds kommun
Jönköpings län,Gnosjö,"Vaggeryd,Värnamo,Gislaved",Värnamo,0617,Varuproducerande kommuner,Gnosjö kommun
Västra Götalands län,Alingsås,"Bollebygd,Lerum,Trollhättan,Ale,Vårgårda,Essunga",Stockholm,1489,Förortskommuner till storstäderna,Alingsås kommun
Stockholms län,Södertälje,"Trosa,Nykvarn,Botkyrka,Salem,Gnesta",Västerås,0181,Varuproducerande kommuner,Södertälje kommun
Hallands län,Halmstad,"Laholm,Falkenberg,Hylte,Ljungby",Oskarshamn,1380,Pendlingskommuner,Halmstads kommun
Västra Götalands län,Munkedal,"Tanum,Sotenäs,Uddevalla,Lysekil,Dals-Ed,Färgelanda",Lidköping,1430,Varuproducerande kommuner,Munkedals kommun
Stockholms län,Ekerö,"Botkyrka,Salem,Upplands-Bro,Stockholm",Östergötland,0125,Pendlingskommuner,Ekerö kommun
Västra Götalands län,Töreboda,"Mariestad,Karlsborg,Tibro,Skövde,Gullspång,Laxå",Kramfors,1473,Kommuner i glesbefolkad region,Töreboda kommun
Västra Götalands län,Sotenäs,"Munkedal,Tanum,Lysekil",Falun/Borlänge,1427,Turism- och besöksnäringskommuner,Sotenäs kommun
Östergötlands län,Mjölby,"Motala,Linköping,Boxholm,Vadstena,Ödeshög",Värnamo,0586,Varuproducerande kommuner,Mjölby kommun
Skåne län,Båstad,"Laholm,Ängelholm",Stockholm,1278,Förortskommuner till storstäderna,Båstads kommun
Västra Götalands län,Mellerud,"Åmål,Bengtsfors,Färgelanda,Vänersborg",Skövde,1461,Varuproducerande kommuner,Melleruds kommun
